ts,device_id,device_name,device_ip,device_mac,recentDeviceMac,ssid,ap_name,application_num,destination_num,sent_sum,sent_avg,recv_sum,recv_avg,flows_sum,flows_avg,protocol_num,port_num,activeSeconds_sum,activeSeconds_avg,label
2020-06-06T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11054,1842.333333,195,32.5,222,37,3,5,119400,19900,0
2020-06-07T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11155,2231,233,46.6,246,49.2,3,5,120240,24048,0
2020-06-08T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11072,1845.333333,178,29.66666667,193,32.16666667,3,5,118920,19820,0
2020-06-09T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11056,2211.2,120,24,218,43.6,3,5,118500,23700,0
2020-06-10T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11199,2239.8,159,31.8,221,44.2,3,5,119940,23988,0
2020-06-11T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10023,1670.5,135,22.5,180,30,3,5,108960,18160,0
2020-06-12T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5961,5961,0,0,0,0,3,5,71580,71580,0
2020-06-13T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6150,6150,0,0,0,0,3,5,73620,73620,0
2020-06-14T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5979,5979,0,0,0,0,3,5,72060,72060,0
2020-06-15T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6138,6138,0,0,0,0,3,5,74400,74400,0
2020-06-16T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6026,6026,0,0,0,0,3,5,72960,72960,0
2020-06-17T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5942,5942,0,0,0,0,3,5,72540,72540,0
2020-06-18T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6005,6005,0,0,0,0,3,5,72960,72960,0
2020-06-19T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6151,6151,0,0,0,0,3,5,73440,73440,0
2020-06-20T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6112,6112,0,0,0,0,3,5,73080,73080,0
2020-06-21T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6057,6057,0,0,0,0,3,5,72720,72720,0
2020-06-22T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6093,6093,0,0,0,0,3,5,73080,73080,0
2020-06-23T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6030,6030,0,0,0,0,3,5,73020,73020,0
2020-06-24T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6255,6255,0,0,0,0,3,5,73920,73920,0
2020-06-25T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6098,6098,0,0,0,0,3,5,73020,73020,0
2020-06-26T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5977,5977,0,0,0,0,3,5,72900,72900,0
2020-06-27T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6069,6069,0,0,0,0,3,5,72660,72660,0
2020-06-28T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6062,6062,0,0,0,0,3,5,73200,73200,0
2020-06-29T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6057,6057,0,0,0,0,3,5,73020,73020,0
2020-06-30T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6014,6014,0,0,0,0,3,5,72900,72900,0
2020-07-01T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6025,6025,0,0,0,0,3,5,72720,72720,0
2020-07-02T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6139,6139,0,0,0,0,3,5,73260,73260,0
2020-07-03T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6045,6045,0,0,0,0,3,5,73560,73560,0
2020-07-04T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5998,5998,0,0,0,0,3,5,72540,72540,0
2020-07-05T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5999,5999,0,0,0,0,3,5,72300,72300,0
2020-07-06T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6168,6168,0,0,0,0,3,5,74040,74040,0
2020-07-07T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6005,6005,0,0,0,0,3,5,70560,70560,0
2020-07-08T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5987,5987,0,0,2,2,3,5,70560,70560,0
2020-07-09T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6025,6025,0,0,0,0,3,5,73800,73800,0
2020-07-10T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6073,6073,0,0,0,0,3,5,77400,77400,0
2020-07-11T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6063,6063,0,0,0,0,3,5,78300,78300,0
2020-07-12T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6136,6136,0,0,0,0,3,5,77460,77460,0
2020-07-13T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6067,6067,0,0,0,0,3,5,77520,77520,0
2020-07-14T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6025,6025,0,0,0,0,3,5,77400,77400,0
2020-07-15T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6010,6010,0,0,0,0,3,5,77040,77040,0
2020-07-16T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5937,5937,0,0,0,0,3,5,75600,75600,0
2020-07-17T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,5997,5997,0,0,0,0,3,5,75960,75960,0
2020-07-18T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6032,6032,0,0,0,0,3,5,76980,76980,0
2020-07-19T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6085,6085,0,0,0,0,3,5,76020,76020,0
2020-07-20T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6162,6162,0,0,0,0,3,5,75660,75660,0
2020-07-21T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6067,6067,0,0,0,0,3,5,75120,75120,0
2020-07-22T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6040,6040,0,0,0,0,3,5,73020,73020,0
2020-07-23T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6114,6114,0,0,0,0,3,5,73320,73320,0
2020-07-24T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,6055,6055,0,0,0,0,3,5,71220,71220,0
2020-07-25T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10237,2047.4,172,34.4,226,45.2,3,5,103800,20760,0
2020-07-26T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10440,2610,167,41.75,206,51.5,3,5,120900,30225,0
2020-07-27T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11285,2257,178,35.6,266,53.2,3,5,125880,25176,0
2020-07-28T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11213,2242.6,179,35.8,257,51.4,3,5,125880,25176,0
2020-07-29T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11130,2782.5,154,38.5,233,58.25,3,5,123360,30840,0
2020-07-30T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10546,2636.5,108,27,207,51.75,3,5,118560,29640,0
2020-07-31T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11059,2764.75,167,41.75,246,61.5,3,5,120960,30240,0
2020-08-01T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10435,2087,135,27,133,26.6,3,5,114960,22992,0
2020-08-02T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10988,2747,148,37,201,50.25,3,5,118800,29700,0
2020-08-03T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10884,2721,134,33.5,195,48.75,3,5,117660,29415,0
2020-08-04T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10945,2736.25,172,43,203,50.75,3,5,118320,29580,0
2020-08-05T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11312,2262.4,176,35.2,197,39.4,3,5,119760,23952,0
2020-08-06T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10750,2687.5,133,33.25,247,61.75,3,5,117600,29400,0
2020-08-07T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11196,2239.2,264,52.8,218,43.6,3,5,117960,23592,0
2020-08-08T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10766,2691.5,148,37,209,52.25,3,5,117840,29460,0
2020-08-09T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11037,2759.25,138,34.5,200,50,3,5,119040,29760,0
2020-08-10T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10907,2181.4,154,30.8,181,36.2,3,5,117840,23568,0
2020-08-11T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,11198,2799.5,149,37.25,211,52.75,3,5,118620,29655,0
2020-08-12T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10625,3541.666667,84,28,193,64.33333333,3,5,115080,38360,0
2020-08-13T00:00:00.000000Z,k36b1be,BrightSign-67E95Y002189,192.168.128.13,90:ac:3f:17:4f:f7,34:56:fe:dd:49:5c,,,3,4,10383,2076.6,105,21,167,33.4,3,5,115440,23088,0
